DD/MM/YYYY HH:MM:SS, O, H, L, C, V, AdjC
13/09/2012,0.97366,0.97696,0.97163,0.97628, , 
14/09/2012,0.97628,0.97751,0.96668,0.96859, , 
17/09/2012,0.96859,0.97238,0.96343,0.97183, , 
18/09/2012,0.97183,0.97616,0.96949,0.97479, , 
19/09/2012,0.97479,0.97672,0.97321,0.9752, , 
20/09/2012,0.9752,0.97654,0.9727,0.97523, , 
21/09/2012,0.97523,0.98179,0.97514,0.97632, , 
24/09/2012,0.97632,0.97828,0.9733,0.9779, , 
25/09/2012,0.9779,0.98195,0.97779,0.97849, , 
26/09/2012,0.97849,0.98161,0.97577,0.98134, , 
27/09/2012,0.98134,0.98614,0.9802,0.98459, , 
28/09/2012,0.98459,0.98551,0.9793,0.98102, , 
1/10/2012,0.98102,0.98542,0.97827,0.98479, , 
2/10/2012,0.98479,0.98555,0.97993,0.98213, , 
3/10/2012,0.98213,0.98463,0.98129,0.98441, , 
4/10/2012,0.98441,0.98859,0.98423,0.98696, , 
5/10/2012,0.98696,0.98783,0.98013,0.98119, , 
8/10/2012,0.98119,0.98133,0.97364,0.97768, , 
9/10/2012,0.97768,0.98019,0.97528,0.9764, , 
10/10/2012,0.9764,0.98089,0.9746,0.97967, , 
11/10/2012,0.97967,0.98315,0.97699,0.98229, , 
12/10/2012,0.98229,0.98361,0.97648,0.97853, , 
15/10/2012,0.97853,0.98101,0.97695,0.98052, , 
16/10/2012,0.98052,0.98199,0.97705,0.98126, , 
17/10/2012,0.98126,0.98797,0.98036,0.9862, , 
18/10/2012,0.9862,0.98726,0.97738,0.97859, , 
19/10/2012,0.97859,0.98608,0.97657,0.985, , 
22/10/2012,0.985,0.99583,0.98471,0.99449, , 
23/10/2012,0.99449,0.99655,0.9918,0.99233, , 
24/10/2012,0.99233,0.99771,0.99021,0.99275, , 
25/10/2012,0.99275,0.99596,0.98901,0.99451, , 
26/10/2012,0.99451,0.99567,0.99035,0.99526, , 
29/10/2012,0.99526,0.99967,0.99435,0.99945, , 
30/10/2012,0.99945,1.00151,0.99813,1.00107, , 
31/10/2012,1.00107,1.00207,0.9985,0.99989, , 
1/11/2012,0.99989,1.00153,0.99616,1.00017, , 
2/11/2012,1.00017,1.00147,0.99613,0.99662, , 
5/11/2012,0.99662,0.99861,0.99231,0.99597, , 
6/11/2012,0.99597,0.99784,0.99421,0.99609, , 
7/11/2012,0.99609,0.9969,0.99126,0.99227, , 
8/11/2012,0.99227,0.99845,0.98759,0.99675, , 
9/11/2012,0.99675,1.0008,0.99488,1.00061, , 
12/11/2012,1.00061,1.00346,0.99843,1.00029, , 
13/11/2012,1.00029,1.00079,0.99865,1.00013, , 
14/11/2012,1.00013,1.00366,0.99926,1.00186, , 
15/11/2012,1.00186,1.00442,0.99996,1.00413, , 
16/11/2012,1.00413,1.00432,1.00052,1.00081, , 
19/11/2012,1.00081,1.00582,0.99983,1.00038, , 
20/11/2012,1.00038,1.0019,0.99557,0.99713, , 
21/11/2012,0.99713,0.9992,0.9957,0.99703, , 
22/11/2012,0.99703,0.99932,0.9959,0.99615, , 
23/11/2012,0.99615,0.99835,0.9954,0.99785, , 
26/11/2012,0.99785,0.9983,0.99163,0.99343, , 
27/11/2012,0.99343,0.99613,0.99189,0.99304, , 
28/11/2012,0.99304,0.99524,0.99072,0.99446, , 
29/11/2012,0.99446,0.99622,0.9919,0.99222, , 
30/11/2012,0.99222,0.99402,0.99131,0.99318, , 
3/12/2012,0.99318,0.9954,0.9923,0.99397, , 
4/12/2012,0.99397,0.99569,0.9916,0.99459, , 
5/12/2012,0.99459,0.99556,0.99165,0.9932, , 
6/12/2012,0.9932,0.99426,0.99095,0.99207, , 
7/12/2012,0.99207,0.9928,0.98935,0.99159, , 
10/12/2012,0.99159,0.99348,0.98669,0.98692, , 
11/12/2012,0.98692,0.98895,0.98637,0.98667, , 
12/12/2012,0.98667,0.98815,0.98588,0.98616, , 
13/12/2012,0.98616,0.9867,0.98276,0.9849, , 
14/12/2012,0.9849,0.98569,0.98263,0.98447, , 
17/12/2012,0.98447,0.98703,0.98337,0.98595, , 
18/12/2012,0.98595,0.98828,0.98347,0.98398, , 
19/12/2012,0.98398,0.98652,0.9834,0.98633, , 
20/12/2012,0.98633,0.98934,0.98509,0.989, , 
21/12/2012,0.989,0.9898,0.98708,0.98784, , 
24/12/2012,0.98784,0.99544,0.98771,0.99385, , 
26/12/2012,0.99385,0.99466,0.99134,0.99152, , 
27/12/2012,0.99152,0.99524,0.99146,0.99405, , 
28/12/2012,0.99405,0.99601,0.99099,0.99533, , 
31/12/2012,0.99533,0.99742,0.99402,0.99478, , 
2/01/2013,0.99478,0.99731,0.99332,0.99479, , 
3/01/2013,0.99479,0.99479,0.98376,0.9859, , 
4/01/2013,0.9859,0.98897,0.98443,0.98858, , 
7/01/2013,0.98858,0.99247,0.98495,0.98635, , 
8/01/2013,0.98635,0.98862,0.9855,0.98606, , 
9/01/2013,0.98606,0.98837,0.98446,0.9868, , 
10/01/2013,0.9868,0.9882,0.98565,0.98785, , 
11/01/2013,0.98785,0.98817,0.98295,0.98333, , 
14/01/2013,0.98333,0.9856,0.98169,0.98473, , 
15/01/2013,0.98473,0.98674,0.98332,0.98374, , 
16/01/2013,0.98374,0.98681,0.98333,0.98424, , 
17/01/2013,0.98424,0.98785,0.98393,0.98641, , 
18/01/2013,0.98641,0.98868,0.98447,0.98611, , 
21/01/2013,0.98611,0.99478,0.9856,0.99231, , 
22/01/2013,0.99231,0.99402,0.99114,0.99308, , 
23/01/2013,0.99308,0.99469,0.99104,0.99221, , 
24/01/2013,0.99221,1.00056,0.99051,1.0001, , 
25/01/2013,1.0001,1.00373,0.99921,1.00259, , 
28/01/2013,1.00259,1.01011,1.00238,1.00829, , 
29/01/2013,1.00829,1.01012,1.0059,1.00626, , 
30/01/2013,1.00626,1.00675,1.00094,1.0016, , 
31/01/2013,1.0016,1.00544,1.001,1.00246, , 
1/02/2013,1.00246,1.00358,0.99589,0.99693, , 
4/02/2013,0.99693,1.00055,0.99662,0.99724, , 
5/02/2013,0.99724,0.99944,0.99493,0.99797, , 
6/02/2013,0.99797,0.99961,0.99507,0.99567, , 
7/02/2013,0.99567,0.99898,0.99527,0.99587, , 
8/02/2013,0.99587,0.99958,0.99342,0.99809, , 
11/02/2013,0.99809,1.00388,0.99724,1.00388, , 
12/02/2013,1.00388,1.00851,1.00341,1.00556, , 
13/02/2013,1.00556,1.00882,1.00157,1.00192, , 
14/02/2013,1.00192,1.0045,1.0014,1.0015, , 
15/02/2013,1.0015,1.00253,1.00009,1.00124, , 
18/02/2013,1.00124,1.00835,1.00038,1.0076, , 
19/02/2013,1.0076,1.01225,1.0059,1.01092, , 
20/02/2013,1.01092,1.01387,1.01036,1.01208, , 
21/02/2013,1.01208,1.01867,1.01112,1.01754, , 
22/02/2013,1.01754,1.02089,1.01674,1.01788, , 
25/02/2013,1.01788,1.02573,1.01608,1.02251, , 
26/02/2013,1.02251,1.02789,1.02231,1.02588, , 
27/02/2013,1.02588,1.03043,1.0242,1.02576, , 
28/02/2013,1.02576,1.02783,1.02295,1.02332, , 
1/03/2013,1.02332,1.03146,1.0218,1.03084, , 
4/03/2013,1.03084,1.03431,1.02637,1.02736, , 
5/03/2013,1.02736,1.03109,1.02676,1.02681, , 
6/03/2013,1.02681,1.02947,1.02575,1.02695, , 
7/03/2013,1.02695,1.03382,1.02564,1.03254, , 
8/03/2013,1.03254,1.0331,1.02864,1.02976, , 
11/03/2013,1.02976,1.0316,1.02353,1.02863, , 
12/03/2013,1.02863,1.02958,1.02561,1.02678, , 
13/03/2013,1.02678,1.02849,1.02502,1.02614, , 
14/03/2013,1.02614,1.02964,1.02476,1.02806, , 
15/03/2013,1.02806,1.02845,1.02131,1.02226, , 
18/03/2013,1.02226,1.02356,1.01819,1.02356, , 
19/03/2013,1.02356,1.02519,1.02052,1.02251, , 
20/03/2013,1.02251,1.02855,1.02169,1.02707, , 
21/03/2013,1.02707,1.02772,1.02397,1.02586, , 
22/03/2013,1.02586,1.02595,1.02019,1.0246, , 
25/03/2013,1.0246,1.02655,1.02216,1.02254, , 
26/03/2013,1.02254,1.02338,1.0189,1.02173, , 
27/03/2013,1.02173,1.02173,1.01603,1.01677, , 
28/03/2013,1.01677,1.01966,1.01514,1.01648, , 
29/03/2013,1.01648,1.01751,1.01472,1.01612, , 
1/04/2013,1.01612,1.01848,1.01589,1.0173, , 
2/04/2013,1.0173,1.01839,1.0162,1.01686, , 
3/04/2013,1.01686,1.01686,1.01264,1.01442, , 
4/04/2013,1.01442,1.01562,1.01264,1.01433, , 
5/04/2013,1.01433,1.0168,1.01059,1.0132, , 
8/04/2013,1.0132,1.02369,1.01278,1.01719, , 
9/04/2013,1.01719,1.02154,1.01574,1.01677, , 
10/04/2013,1.01677,1.01765,1.01355,1.0162, , 
11/04/2013,1.0162,1.01695,1.01408,1.0151, , 
12/04/2013,1.0151,1.01583,1.00845,1.01038, , 
15/04/2013,1.01038,1.01507,1.00958,1.01495, , 
16/04/2013,1.01495,1.02605,1.01351,1.02345, , 
17/04/2013,1.02345,1.02588,1.02047,1.02202, , 
18/04/2013,1.02202,1.02952,1.02182,1.02634, , 
19/04/2013,1.02634,1.02785,1.02315,1.02585, , 
22/04/2013,1.02585,1.02709,1.02332,1.02591, , 
23/04/2013,1.02591,1.02868,1.02491,1.02577, , 
24/04/2013,1.02577,1.0286,1.02519,1.02727, , 
25/04/2013,1.02727,1.02797,1.02481,1.02543, , 
26/04/2013,1.02543,1.0257,1.01869,1.02063, , 
29/04/2013,1.02063,1.02155,1.01589,1.01659, , 
30/04/2013,1.01659,1.01703,1.01092,1.01198, , 
1/05/2013,1.01198,1.01246,1.00545,1.00693, , 
2/05/2013,1.00693,1.01011,1.00527,1.00766, , 
3/05/2013,1.00766,1.01115,1.00606,1.01076, , 
6/05/2013,1.01076,1.01333,1.00737,1.0085, , 
7/05/2013,1.0085,1.00972,1.0066,1.00697, , 
8/05/2013,1.00697,1.00838,1.00378,1.00535, , 
9/05/2013,1.00535,1.00599,1.00189,1.00294, , 
10/05/2013,1.00294,1.00909,1.00149,1.00727, , 
13/05/2013,1.00727,1.01534,1.00651,1.01221, , 
14/05/2013,1.01221,1.01339,1.00834,1.01048, , 
15/05/2013,1.01048,1.019,1.0091,1.01839, , 
16/05/2013,1.01839,1.02203,1.01533,1.01588, , 
17/05/2013,1.01588,1.02085,1.01502,1.01877, , 
20/05/2013,1.01877,1.03144,1.0186,1.02864, , 
21/05/2013,1.02864,1.02972,1.02183,1.02465, , 
22/05/2013,1.02465,1.03224,1.02439,1.02643, , 
23/05/2013,1.02643,1.03889,1.02521,1.03782, , 
24/05/2013,1.03782,1.03945,1.02871,1.03223, , 
27/05/2013,1.03223,1.03567,1.0312,1.03223, , 
28/05/2013,1.03223,1.03472,1.03145,1.03469, , 
29/05/2013,1.03469,1.04157,1.03257,1.04094, , 
30/05/2013,1.04094,1.04213,1.03451,1.03506, , 
31/05/2013,1.03506,1.03892,1.02968,1.03054, , 
3/06/2013,1.03054,1.03824,1.03003,1.03627, , 
4/06/2013,1.03627,1.0376,1.02629,1.02868, , 
5/06/2013,1.02868,1.03628,1.0279,1.03528, , 
6/06/2013,1.03528,1.03811,1.03285,1.03473, , 
7/06/2013,1.03473,1.03686,1.01991,1.02799, , 
10/06/2013,1.02799,1.02892,1.01681,1.02108, , 
11/06/2013,1.02108,1.02168,1.01695,1.01993, , 
12/06/2013,1.01993,1.02526,1.01766,1.01909, , 
13/06/2013,1.01909,1.02185,1.01567,1.02079, , 
14/06/2013,1.02079,1.02273,1.01491,1.01687, , 
17/06/2013,1.01687,1.01881,1.01384,1.01632, , 
18/06/2013,1.01632,1.02066,1.01511,1.01874, , 
19/06/2013,1.01874,1.02258,1.01782,1.02245, , 
20/06/2013,1.02245,1.0288,1.01751,1.02827, , 
21/06/2013,1.02827,1.03952,1.02728,1.03791, , 
24/06/2013,1.03791,1.04899,1.03642,1.04823, , 
25/06/2013,1.04823,1.05575,1.04714,1.05028, , 
26/06/2013,1.05028,1.05488,1.0459,1.05265, , 
27/06/2013,1.05265,1.05285,1.0459,1.04696, , 
28/06/2013,1.04696,1.05055,1.04255,1.04877, , 
1/07/2013,1.04877,1.05547,1.04554,1.05227, , 
2/07/2013,1.05227,1.05353,1.04885,1.05021, , 
3/07/2013,1.05021,1.05792,1.04987,1.05525, , 
4/07/2013,1.05525,1.05659,1.04999,1.05015, , 
5/07/2013,1.05015,1.05587,1.04729,1.05228, , 
8/07/2013,1.05228,1.06105,1.05124,1.05814, , 
9/07/2013,1.05814,1.05868,1.05477,1.05658, , 
10/07/2013,1.05658,1.05757,1.05147,1.05375, , 
11/07/2013,1.05375,1.05415,1.03771,1.03999, , 
12/07/2013,1.03999,1.04374,1.03276,1.03765, , 
15/07/2013,1.03765,1.04058,1.03607,1.03905, , 
16/07/2013,1.03905,1.04426,1.03815,1.04382, , 
17/07/2013,1.04382,1.04436,1.03649,1.03812, , 
18/07/2013,1.03812,1.04469,1.03568,1.04063, , 
19/07/2013,1.04063,1.04406,1.03754,1.03796, , 
22/07/2013,1.03796,1.03945,1.03553,1.03553, , 
23/07/2013,1.03553,1.0365,1.03226,1.03352, , 
24/07/2013,1.03352,1.03503,1.02787,1.02932, , 
25/07/2013,1.02932,1.03263,1.02636,1.03191, , 
26/07/2013,1.03191,1.03196,1.02564,1.02894, , 
29/07/2013,1.02894,1.03041,1.02634,1.02726, , 
30/07/2013,1.02726,1.02846,1.02541,1.02647, , 
31/07/2013,1.02647,1.03117,1.02594,1.03018, , 
1/08/2013,1.03018,1.03379,1.02473,1.02847, , 
2/08/2013,1.02847,1.03524,1.02667,1.03483, , 
5/08/2013,1.03483,1.04038,1.03397,1.03883, , 
6/08/2013,1.03883,1.04047,1.03594,1.03604, , 
7/08/2013,1.03604,1.03918,1.03497,1.03762, , 
8/08/2013,1.03762,1.04464,1.03757,1.04249, , 
9/08/2013,1.04249,1.04327,1.03048,1.03301, , 
12/08/2013,1.03301,1.03539,1.02762,1.02887, , 
13/08/2013,1.02887,1.03176,1.0282,1.03142, , 
14/08/2013,1.03142,1.03497,1.0305,1.03478, , 
15/08/2013,1.03478,1.03709,1.03198,1.03332, , 
16/08/2013,1.03332,1.03655,1.03011,1.03038, , 
19/08/2013,1.03038,1.03616,1.02948,1.03351, , 
20/08/2013,1.03351,1.03496,1.03172,1.03448, , 
21/08/2013,1.03448,1.04027,1.03446,1.03976, , 
22/08/2013,1.03976,1.04876,1.03976,1.04862, , 
23/08/2013,1.04862,1.05314,1.04722,1.05187, , 
26/08/2013,1.05187,1.05704,1.0497,1.05058, , 
27/08/2013,1.05058,1.05347,1.04986,1.05027, , 
28/08/2013,1.05027,1.05411,1.04733,1.04923, , 
29/08/2013,1.04923,1.05125,1.04756,1.04952, , 
30/08/2013,1.04952,1.05424,1.04812,1.05398, , 
2/09/2013,1.05398,1.05591,1.05102,1.05383, , 
3/09/2013,1.05383,1.05593,1.05179,1.0554, , 
4/09/2013,1.0554,1.05611,1.05104,1.0537, , 
5/09/2013,1.0537,1.05437,1.04767,1.04974, , 
6/09/2013,1.04974,1.05173,1.0477,1.05017, , 
9/09/2013,1.05017,1.05026,1.03824,1.04155, , 
10/09/2013,1.04155,1.04155,1.0361,1.03743, , 
11/09/2013,1.03743,1.03811,1.03317,1.0355, , 
12/09/2013,1.0355,1.03663,1.0311,1.03117, , 
13/09/2013,1.03117,1.03372,1.03073,1.03252, , 
16/09/2013,1.03252,1.03582,1.0306,1.03134, , 
17/09/2013,1.03134,1.03279,1.02838,1.03202, , 
18/09/2013,1.03202,1.0336,1.02758,1.0299, , 
19/09/2013,1.0299,1.03193,1.02028,1.02249, , 
20/09/2013,1.02249,1.02715,1.01835,1.02678, , 
23/09/2013,1.02678,1.03133,1.02645,1.0301, , 
24/09/2013,1.0301,1.03072,1.02758,1.02873, , 
25/09/2013,1.02873,1.03121,1.02724,1.03091, , 
26/09/2013,1.03091,1.03246,1.02874,1.03243, , 
27/09/2013,1.03243,1.03417,1.03041,1.03132, , 
30/09/2013,1.03132,1.03332,1.02994,1.03156, , 
1/10/2013,1.03156,1.03269,1.02764,1.03268, , 
2/10/2013,1.03268,1.03421,1.0289,1.03394, , 
3/10/2013,1.03394,1.03575,1.03252,1.03276, , 
4/10/2013,1.03276,1.03409,1.03141,1.03288, , 
7/10/2013,1.03288,1.03416,1.02915,1.03008, , 
8/10/2013,1.03008,1.03347,1.02978,1.03154, , 
9/10/2013,1.03154,1.03748,1.03085,1.03597, , 
10/10/2013,1.03597,1.04085,1.03588,1.03942, , 
11/10/2013,1.03942,1.04208,1.03729,1.0411, , 
14/10/2013,1.0411,1.04137,1.03416,1.0367, , 
15/10/2013,1.0367,1.03713,1.03434,1.03531, , 
16/10/2013,1.03531,1.03923,1.03329,1.03705, , 
17/10/2013,1.03705,1.0385,1.03271,1.03302, , 
18/10/2013,1.03302,1.03327,1.0282,1.03006, , 
21/10/2013,1.03006,1.03052,1.02782,1.02965, , 
22/10/2013,1.02965,1.03107,1.02907,1.03106, , 
23/10/2013,1.03106,1.03111,1.02721,1.0293, , 
24/10/2013,1.0293,1.0398,1.02839,1.03825, , 
25/10/2013,1.03825,1.04387,1.03673,1.0421, , 
28/10/2013,1.0421,1.0462,1.04119,1.04441, , 
29/10/2013,1.04441,1.04526,1.04303,1.04469, , 
30/10/2013,1.04469,1.04724,1.04286,1.04712, , 
31/10/2013,1.04712,1.0498,1.0442,1.048, , 
1/11/2013,1.048,1.04912,1.04136,1.04331, , 
4/11/2013,1.04331,1.04551,1.0413,1.04179, , 
5/11/2013,1.04179,1.04297,1.03991,1.04227, , 
6/11/2013,1.04227,1.04628,1.04181,1.04526, , 
7/11/2013,1.04526,1.04605,1.04127,1.04216, , 
8/11/2013,1.04216,1.04647,1.04069,1.04552, , 
11/11/2013,1.04552,1.05045,1.0447,1.04863, , 
12/11/2013,1.04863,1.04865,1.04667,1.04718, , 
13/11/2013,1.04718,1.05096,1.04649,1.0494, , 
14/11/2013,1.0494,1.04976,1.04468,1.04507, , 
15/11/2013,1.04507,1.05271,1.04416,1.04718, , 
18/11/2013,1.04718,1.04857,1.04372,1.04409, , 
19/11/2013,1.04409,1.04435,1.04161,1.04339, , 
20/11/2013,1.04339,1.04866,1.04166,1.04574, , 
21/11/2013,1.04574,1.04753,1.04373,1.04583, , 
22/11/2013,1.04583,1.05277,1.04568,1.05211, , 
25/11/2013,1.05211,1.05701,1.05168,1.05495, , 
26/11/2013,1.05495,1.05844,1.05262,1.05271, , 
27/11/2013,1.05271,1.05595,1.05215,1.05446, , 
28/11/2013,1.05446,1.06038,1.05325,1.05929, , 
29/11/2013,1.05929,1.05991,1.05722,1.05898, , 
2/12/2013,1.05898,1.06301,1.05603,1.0625, , 
3/12/2013,1.0625,1.06553,1.06152,1.06458, , 
4/12/2013,1.06458,1.06739,1.06324,1.06417, , 
5/12/2013,1.06417,1.07084,1.06395,1.06775, , 
6/12/2013,1.06775,1.07003,1.06256,1.065, , 
9/12/2013,1.065,1.07106,1.06235,1.06568, , 
10/12/2013,1.06568,1.06712,1.06275,1.06378, , 
11/12/2013,1.06378,1.06469,1.06025,1.06075, , 
12/12/2013,1.06075,1.06212,1.05859,1.05912, , 
13/12/2013,1.05912,1.06574,1.05618,1.06432, , 
16/12/2013,1.06432,1.06705,1.05828,1.05922, , 
17/12/2013,1.05922,1.05992,1.05737,1.0592, , 
18/12/2013,1.0592,1.06193,1.05776,1.0605, , 
19/12/2013,1.0605,1.07209,1.06029,1.0719, , 
20/12/2013,1.0719,1.0729,1.06619,1.06747, , 
23/12/2013,1.06747,1.0739,1.06291,1.06442, , 
24/12/2013,1.06442,1.06545,1.05828,1.06169, , 
26/12/2013,1.06169,1.06373,1.06077,1.06215, , 
27/12/2013,1.06215,1.06532,1.06175,1.0653, , 
30/12/2013,1.0653,1.072,1.06209,1.07089, , 
31/12/2013,1.07089,1.07289,1.06379,1.0647, , 
2/01/2014,1.0647,1.06584,1.06181,1.06383, , 
3/01/2014,1.06383,1.06792,1.05896,1.06709, , 
6/01/2014,1.06709,1.06733,1.06031,1.06347, , 
7/01/2014,1.06347,1.06819,1.06102,1.06628, , 
8/01/2014,1.06628,1.07824,1.06609,1.07755, , 
9/01/2014,1.07755,1.08316,1.0775,1.08254, , 
10/01/2014,1.08254,1.08759,1.08204,1.08492, , 
13/01/2014,1.08492,1.09479,1.08394,1.09073, , 
14/01/2014,1.09073,1.09306,1.08439,1.08829, , 
15/01/2014,1.08829,1.09602,1.08806,1.09494, , 
16/01/2014,1.09494,1.09927,1.09213,1.09502, , 
17/01/2014,1.09502,1.09641,1.09064,1.09358, , 
20/01/2014,1.09358,1.0985,1.09276,1.09685, , 
21/01/2014,1.09685,1.09736,1.09311,1.09562, , 
22/01/2014,1.09562,1.10206,1.09486,1.09734, , 
23/01/2014,1.09734,1.11061,1.09547,1.11031, , 
24/01/2014,1.11031,1.11749,1.10931,1.11155, , 
27/01/2014,1.11155,1.11386,1.10532,1.10643, , 
28/01/2014,1.10643,1.11206,1.10328,1.11173, , 
29/01/2014,1.11173,1.11781,1.10799,1.11467, , 
30/01/2014,1.11467,1.11882,1.11037,1.11854, , 
31/01/2014,1.11854,1.12,1.1152,1.11594, , 
3/02/2014,1.11594,1.12253,1.10893,1.11259, , 
4/02/2014,1.11259,1.11349,1.10423,1.1108, , 
5/02/2014,1.1108,1.11248,1.10496,1.10863, , 
6/02/2014,1.10863,1.11221,1.10384,1.10778, , 
7/02/2014,1.10778,1.11236,1.10518,1.10715, , 
10/02/2014,1.10715,1.10806,1.09689,1.104, , 
11/02/2014,1.104,1.10634,1.10198,1.10592, , 
12/02/2014,1.10592,1.10917,1.10042,1.10141, , 
13/02/2014,1.10141,1.10263,1.09771,1.09986, , 
14/02/2014,1.09986,1.10272,1.09555,1.09794, , 
17/02/2014,1.09794,1.0992,1.09414,1.0974, , 
18/02/2014,1.0974,1.09845,1.09543,1.09573, , 
19/02/2014,1.09573,1.09778,1.09411,1.09547, , 
20/02/2014,1.09547,1.1088,1.09115,1.10748, , 
21/02/2014,1.10748,1.1114,1.10617,1.11055, , 
24/02/2014,1.11055,1.11976,1.11041,1.11174, , 
25/02/2014,1.11174,1.11441,1.10556,1.10613, , 
26/02/2014,1.10613,1.10971,1.10556,1.1087, , 
27/02/2014,1.1087,1.11459,1.10741,1.11375, , 
28/02/2014,1.11375,1.11609,1.1119,1.11255, , 
3/03/2014,1.11255,1.11491,1.10418,1.10641, , 
4/03/2014,1.10641,1.11115,1.10397,1.10823, , 
5/03/2014,1.10823,1.1119,1.10634,1.10886, , 
6/03/2014,1.10886,1.11021,1.10263,1.10314, , 
7/03/2014,1.10314,1.10477,1.09565,1.0991, , 
10/03/2014,1.0991,1.11022,1.09817,1.10902, , 
11/03/2014,1.10902,1.11322,1.10899,1.11184, , 
12/03/2014,1.11184,1.11321,1.10729,1.11113, , 
13/03/2014,1.11113,1.11551,1.10915,1.11205, , 
14/03/2014,1.11205,1.11231,1.10441,1.10789, , 
17/03/2014,1.10789,1.11119,1.10744,1.10977, , 
18/03/2014,1.10977,1.11057,1.10461,1.10596, , 
19/03/2014,1.10596,1.11477,1.10268,1.113, , 
20/03/2014,1.113,1.12727,1.11234,1.12448, , 
21/03/2014,1.12448,1.12799,1.12354,1.1244, , 
24/03/2014,1.1244,1.12637,1.11752,1.12279, , 
25/03/2014,1.12279,1.12476,1.11846,1.11993, , 
26/03/2014,1.11993,1.12115,1.11567,1.11664, , 
27/03/2014,1.11664,1.11703,1.10819,1.11003, , 
28/03/2014,1.11003,1.11055,1.10151,1.10316, , 
31/03/2014,1.10316,1.1079,1.10021,1.10529, , 
1/04/2014,1.10529,1.10682,1.10033,1.10537, , 
2/04/2014,1.10537,1.10712,1.10137,1.10314, , 
3/04/2014,1.10314,1.10487,1.10056,1.10319, , 
4/04/2014,1.10319,1.10466,1.10073,1.10365, , 
7/04/2014,1.10365,1.10375,1.09581,1.09823, , 
8/04/2014,1.09823,1.10107,1.09623,1.09783, , 
9/04/2014,1.09783,1.09785,1.09127,1.09315, , 
10/04/2014,1.09315,1.09437,1.08594,1.08827, , 
11/04/2014,1.08827,1.09386,1.08689,1.09326, , 
14/04/2014,1.09326,1.09862,1.09196,1.09766, , 
15/04/2014,1.09766,1.09937,1.09436,1.09704, , 
16/04/2014,1.09704,1.10146,1.09653,1.09864, , 
17/04/2014,1.09864,1.1035,1.09615,1.10107, , 
18/04/2014,1.10107,1.10206,1.09846,1.101, , 
21/04/2014,1.101,1.10317,1.09997,1.10223, , 
22/04/2014,1.10223,1.10323,1.10095,1.10217, , 
23/04/2014,1.10217,1.10433,1.10019,1.10291, , 
24/04/2014,1.10291,1.10545,1.10187,1.10328, , 
25/04/2014,1.10328,1.10397,1.10167,1.1024, , 
28/04/2014,1.1024,1.10485,1.10151,1.10372, , 
29/04/2014,1.10372,1.10408,1.10186,1.10259, , 
30/04/2014,1.10259,1.10271,1.09448,1.09533, , 
1/05/2014,1.09533,1.09807,1.09442,1.09644, , 
2/05/2014,1.09644,1.09967,1.0954,1.09659, , 
5/05/2014,1.09659,1.10093,1.0937,1.09788, , 
6/05/2014,1.09788,1.09902,1.09501,1.09598, , 
7/05/2014,1.09598,1.09622,1.08755,1.08918, , 
8/05/2014,1.08918,1.09086,1.08772,1.08997, , 
9/05/2014,1.08997,1.09053,1.08155,1.08332, , 
12/05/2014,1.08332,1.09173,1.0818,1.09019, , 
13/05/2014,1.09019,1.09054,1.08758,1.09007, , 
14/05/2014,1.09007,1.09281,1.08884,1.0907, , 
15/05/2014,1.0907,1.0923,1.08707,1.08903, , 
16/05/2014,1.08903,1.08924,1.08532,1.08777, , 
19/05/2014,1.08777,1.08897,1.08573,1.08664, , 
20/05/2014,1.08664,1.08795,1.08518,1.08754, , 
21/05/2014,1.08754,1.09183,1.08731,1.09122, , 
22/05/2014,1.09122,1.09429,1.08947,1.09168, , 
23/05/2014,1.09168,1.09335,1.08855,1.08953, , 
26/05/2014,1.08953,1.09102,1.08642,1.08726, , 
27/05/2014,1.08726,1.0874,1.08543,1.08593, , 
28/05/2014,1.08593,1.0876,1.0837,1.08548, , 
29/05/2014,1.08548,1.08878,1.0845,1.08734, , 
30/05/2014,1.08734,1.08792,1.08267,1.08401, , 
2/06/2014,1.08401,1.08741,1.08237,1.08458, , 
3/06/2014,1.08458,1.09127,1.08439,1.09035, , 
4/06/2014,1.09035,1.09233,1.08922,1.09195, , 
5/06/2014,1.09195,1.09565,1.09176,1.09446, , 
6/06/2014,1.09446,1.09618,1.09178,1.09231, , 
9/06/2014,1.09231,1.09493,1.09097,1.09372, , 
10/06/2014,1.09372,1.09423,1.0902,1.09077, , 
11/06/2014,1.09077,1.09225,1.08915,1.08994, , 
12/06/2014,1.08994,1.09062,1.08626,1.08698, , 
13/06/2014,1.08698,1.08707,1.0843,1.08578, , 
16/06/2014,1.08578,1.08716,1.08492,1.08593, , 
17/06/2014,1.08593,1.08833,1.08366,1.08511, , 
18/06/2014,1.08511,1.08762,1.08491,1.0863, , 
19/06/2014,1.0863,1.09013,1.08365,1.08382, , 
20/06/2014,1.08382,1.08386,1.08115,1.08194, , 
23/06/2014,1.08194,1.08273,1.07526,1.07545, , 
24/06/2014,1.07545,1.0755,1.07182,1.07319, , 
25/06/2014,1.07319,1.07483,1.07173,1.07464, , 
26/06/2014,1.07464,1.07534,1.07183,1.07246, , 
27/06/2014,1.07246,1.07262,1.06844,1.06942, , 
30/06/2014,1.06942,1.06976,1.06611,1.06679, , 
1/07/2014,1.06679,1.06979,1.06481,1.06754, , 
2/07/2014,1.06754,1.06792,1.06308,1.06376, , 
